#CODE;ENGLISH;FRENCH;GERMAN;;SPANISH;;;;;;;;;x

EVTNAME39100;The Knights of St. John;Les Chevaliers de Saint Jean;Die Ritter des Johanniterordens;;Los Caballeros de San Juan;;;;;;;;;x
EVTDESC39660;Christian Pilgrims to the the Holy Land suffer all manner of abuse and the routes are not safe. In order to protect the pilgrims and secure Jerusalem for Christ and the faithful, His Holiness, [Root.GetTitledName], has accepted the possibility of an outright invasion by joint Christian forces. This signals a new era of large scale Christian holy wars - the Crusades.;Les pèlerins chrétiens se rendant en Terre sainte font face à toutes sortes de dangers et les routes ne sont pas sûres.\nAfin de protéger ces pèlerins et de conquérir la Ville trois fois sainte au nom du Christ, Sa Sainteté [Root.Get_le_TitledName] a imaginé la possibilité d'une invasion en bonne et due forme de la Terre sainte par des forces chrétiennes alliées venant de toute l'Europe.\nCette décision annonce une période de guerres saintes chrétiennes à grande échelle - l'ère des grandes croisades.;Christliche Pilger im Heilige Land werden vielfach misshandelt und die Wege dorthin sind nicht sicher. Zum Schutz der Pilger und um Jerusalem für Christus und seine Gläubigen zu sichern, hat seine Heiligkeit [Root.GetTitledName] die Möglichkeit einer regelrechten Invasion durch vereinte christliche Heere in Betracht gezogen. Dies ist der Beginn eines neuen Zeitalters großer christlicher Heiliger Kriege - der Kreuzzüge.;;Los cristianos que peregrinan a la Tierra Santa sufren todo tipo de agresiones y las rutas no son seguras. Con el fin de proteger a los peregrinos y salvaguardar Jerusalén para Cristo y los fieles cristianos, Su Santidad [Root.GetTitledName] ha autorizado que las fuerzas cristianas conjuntas lleven a cabo una invasión inmediata. Este hecho marca el inicio de una nueva era de guerras santas cristianas de gran alcance: las Cruzadas.;;;;;;;;;x
EVTDESC39661;The Roman Empire in the East. Byzantium - Christianity's firm bulwark against the Mohammedan infidels of the Orient - is failing. The dire situation has convinced His Holiness, [Root.GetTitledName], to accept the possibility of an outright invasion by joint Christian forces. This signals a new era of large scale Christian holy wars - the Crusades.;L'Empire romain d'Orient, plus connu sous le nom d'Empire byzantin, solide rempart de la chrétienté contre les infidèles mahométans venus d'Orient, risque de disparaître, ce qui serait une porte ouverte sur l'Europe permettant aux hordes arabes de déferler sur nos vertes contrées.\nCette situation critique a convaincu Sa Sainteté [Root.Get_le_TitledName] d'accepter la possibilité d'une invasion en bonne et due forme des territoires de l'Empire grec au main des infidèles par des forces chrétiennes alliées.\nCette décision annonce une période de guerres saintes chrétiennes à grande échelle - l'ère des grandes croisades.;Das Oströmische Reich. Byzanz - das feste Bollwerk des Christentums gegen die mohammedanischen Ungläubigen im Orient - droht unterzugehen. Aufgrund der Notlage hat seine Heiligkeit [Root.GetTitledName] die Möglichkeit einer regelrechten Invasion durch vereinte christliche Heere in Betracht gezogen. Dies ist der Beginn eines neuen Zeitalters großer christlicher Heiliger Kriege - der Kreuzzüge.;;El Imperio Romano Oriental. Bizancio —firme bastión de la cristiandad contra los infieles mahometanos de Oriente— está a punto de caer. La grave situación ha convencido a Su Santidad [Root.GetTitledName] a autorizar una invasión inmediata por las fuerzas cristianas conjuntas. Este hecho marca el inicio de una nueva era de guerras santas cristianas de gran alcance: las Cruzadas.;;;;;;;;;x
EVTDESC39662;Rome, the city of Saint Peter and the very seat of the Papacy itself, has fallen to infidels. In response, the Pope-in-exile, His Holiness, [Root.GetTitledName], has declared his intention to forge a great alliance of Christian lords in order to reclaim the eternal city. This signals a new era of large scale Christian holy wars - the Crusades.;Rome, ville de saint Pierre et siège de la papauté, est tombée aux mains de ces chiens d'infidèles.\nEn réponse, le pape en exil, Sa Sainteté [Root.Get_le_TitledName], a déclaré son intention de former sous sa protection une grande alliance de seigneurs chrétiens afin de reprendre la Ville aux sept collines.\nCette décision annonce une période de guerres saintes chrétiennes à grande échelle - l'ère des grandes croisades.;Die Heilige Stadt Rom, Sitz des Papstes, ist von den Ungläubigen erobert worden. Als Antwort darauf hat der Exilpapst, seine Heiligkeit [Root.GetTitledName], seine Entschlossenheit zum Schmieden eines großen Bündnisses christlicher Herrscher bekannt gegeben, um die Ewige Stadt zurückzuerobern. Dies ist der Beginn eines neuen Zeitalters großer christlicher Heiliger Kriege - der Kreuzzüge.;;Roma, ciudad de San Pedro y sede del mismísimo Papado, ha caído en manos de los infieles. En respuesta, el Papa exiliado, Su Santidad [Root.GetTitledName], ha declarado su intención de forjar una gran alianza de señores cristianos con el fin de recuperar la ciudad eterna. Este hecho marca el inicio de una nueva era de guerras santas cristianas de gran alcance: las Cruzadas.;;;;;;;;;x
EVTDESC39663;The very heartlands of Western Christianity are under siege by infidels! Desperate Christian lords have persuaded His Holiness, [Root.GetTitledName], to declare his intention of forging a great and righteous alliance to expel the heathens in the name of God. This signals a new era of large scale Christian holy wars - the Crusades.;Le coeur de la chrétienté occidentale est assiégé par les infidèles !\nDes seigneurs chrétiens, face à cette situation désespérée, ont persuadé Sa Sainteté [Root.Get_le_TitledName] de fonder une grande alliance chrétienne pour expulser ces impies au nom de Dieu.\nCette décision annonce une période de guerres saintes chrétiennes à grande échelle - l'ère des grandes croisades.;Das Herzland des abendländischen Christentums wird von den Ungläubigen belagert! Verzweifelte christliche Herrscher haben Seine Heiligkeit [Root.GetTitledName] überredet, seine Absicht zum Schmieden eines großen und gerechten Bündnisses zur Vertreibung der Heiden im Namen des Herrn zu verkünden. Dies ist der Beginn eines neuen Zeitalters großer christlicher Heiliger Kriege - der Kreuzzüge. ;;¡Las tierras que representan el centro del cristianismo occidental se encuentran bajo el asedio de los infieles! Los señores cristianos, desesperados, han convencido a Su Santidad [Root.GetTitledName] para que declare su intención de forjar una alianza grande y justa para expulsar a los paganos en nombre de Dios. Este hecho marca el inicio de una nueva era de guerras santas cristianas de gran alcance: las Cruzadas.;;;;;;;;;x
EVTDESC39670;His Magnificence, [Root.GetTitledName], has been convinced by his [Root.Religion.GetPriestTitle]s that it is time to declare another era of Great Conquests, such as was the case under the first Caliphs. The Dar al-Islam must grow again. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;Sa Magnificence [Root.Get_le_TitledName] a été convaincu par ses [Root.Religion.GetPriestTitle]s qu'il était temps de lancer une nouvelle ère de grandes conquêtes, comme l'ont fait avant lui les premiers califes.\nDar al-Islam, le domaine de la soumission à Dieu, doit s'étendre de nouveau, et la foi musulmane doit continuer à se répandre. Tout bon musulman devrait rejoindre les rangs moudjahidines et se préparer au combat.\nCette décision annonce une période d'expansion pour l'islam : l'ère du grand djihad.;Seine Magnifizenz [Root.GetTitledName] ist von seinem/r [Root.Religion.GetPriestTitle] überzeugt worden, dass es Zeit zur Verkündung eines neuen Zeitalters der großen Eroberungen ist, wie es einst unter den ersten Kalifen geschah. Der Islam muss wieder wachsen. Alle rechtschaffenen Moslems sollen sich den Mudschaheddin anschließen. Dies ist der Beginn eines neuen Zeitalters der islamischen Expansion.;;Su Magnificencia [Root.GetTitledName] ha sido convencida por sus [Root.Religion.GetPriestTitle]s de que es la hora de declarar una nueva era de Grandes Conquistas, como sucedió durante el mandato de los primeros califas. El Dar al-Islam debe crecer de nuevo. Todos los musulmanes justos deben prepararse para incorporarse a las filas de los muyahidines para las próximas luchas. Este hecho marca el inicio de una era renovada de expansión islámica.;;;;;;;;;x
EVTDESC39671;The Holy City of Jerusalem, where the Prophet was taken up to heaven, has fallen to infidels! His Magnificence, [Root.GetTitledName], will not let this stand, and has declared that another era of Great Conquests is upon us, such as was the case in the days of the first Caliphs. The Dar al-Islam must be defended! All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;La Ville sainte de Jérusalem, l'endroit où le Prophète monta au cieux, est tombée aux mains des infidèles !\nSa Magnificence [Root.Get_le_TitledName] ne peut tolérer cela et a déclaré qu'il était temps de lancer une nouvelle ère de grandes conquêtes comme l'ont fait avant lui les premiers califes. Dar al-Islam doit être protégé ! Tout bon musulman se doit d'enjoindre les rangs moudjahidines et se préparer au combat.\nCette décision annonce une période d'expansion pour l'islam : l'ère du grand djihad.;Die Heilige Stadt Jerusalem, wo der Prophet in den Himmel auffuhr, ist an die Ungläubigen gefallen! Seine Magnifizenz [Root.GetTitledName] wird dies nicht hinnehmen und hat erklärt, dass ein neues Zeitalter großer Eroberungen über uns gekommen ist, wie einst in den Tagen der ersten Kalifen. Der Islam muss verteidigt werden. Alle rechtschaffenen Moslems sollen sich den Mudschaheddin anschließen und auf den Kampf vorbereiten. Dies ist der Beginn eines neuen Zeitalters der islamischen Expansion.;;La Ciudad Santa de Jerusalén, desde donde el Profeta subió al cielo, ¡ha caído ante los infieles! Su Magnificencia [Root.GetTitledName] no piensa permitirlo y ha declarado el comienzo de una nueva era de Grandes Conquistas, como sucedió durante el mandato de los primeros califas. ¡Hay que defender el Dar al-Islam! Todos los musulmanes justos deben prepararse para incorporarse a las filas de los muyahidines para las próximas luchas. Este hecho marca el inicio de una era renovada de expansión islámica.;;;;;;;;;x
EVTDESC39672;The unthinkable has happened! The holy city of Mecca has fallen to infidels and the Kaaba is even now being defiled by their very presence. His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The holy city must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;L'impensable s'est produit ! La Mecque, ville la plus sacrée de l'islam et lieu de naissance du Prophète, est tombée aux mains des infidèles et la Kaaba a été profanée par leur unique présence !\nSa Magnificence [Root.Get_le_TitledName] ne peut tolérer cela et a déclaré que le monde va connaître une nouvelle ère de djihad. La cité ne peut faire partie de Dar al-Harb ! Tout bon musulman se doit d'enjoindre les rangs moudjahidines et se préparer au combat.\nCette décision annonce une période d'expansion pour l'islam : l'ère du grand djihad.;Das Unfassbare ist geschehen! Die Heilige Stadt Mekka ist an die Ungläubigen gefallen. Seine Magnifizenz [Root.GetTitledName] wird dies nicht hinnehmen und hat erklärt, dass ein neues Zeitalter großer Eroberungen über uns gekommen ist, wie einst in den Tagen der ersten Kalifen. Die Heilige Stadt muss auf jeden Fall zurückerobert werden. Alle rechtschaffenen Moslems sollen sich den Mudschaheddin anschließen und auf den Kampf vorbereiten. Dies ist der Beginn eines neuen Zeitalters der islamischen Expansion.;;¡Ha ocurrido lo impensable! La ciudad santa de La Meca ha caído ante los infieles y la Kaaba sufre ahora la profanación de su presencia. Su Magnificencia [Root.GetTitledName] ha declarado el inicio de una nueva era de la Yihad en todo el mundo. Hay que retomar la ciudad a toda costa. Todos los musulmanes justos deben prepararse para incorporarse a las filas de los muyahidines para las próximas luchas. Este hecho marca el inicio de una era renovada de expansión islámica.;;;;;;;;;x
EVTDESC39673;The House of Islam is under grave threat from the onslaught of heathens and infidels in its very heartlands. In response, His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The core regions of the Dar al-Islam must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;Dar al-Islam fait face à une grande menace d'invasion de païens et d'infidèles en son coeur.\nEn réaction, Sa Magnificence [Root.Get_le_TitledName] a déclaré que le monde va connaître une nouvelle ère de djihad afin de reprendre Dar al-Harb - le domaine de la guerre. Les régions centrales de Dar al-Islam doivent être reconquises. Tout bon musulman devrait rejoindre les rangs moudjahidines et se préparer au combat.\nCette décision annonce une période d'expansion pour l'islam : l'ère du grand djihad.;Das Haus des Islam wird in seinem Herzland durch die anstürmenden Heiden und Ungläubigen bedroht. Als Antwort darauf hat seine Magnifizenz [Root.GetTitledName] erklärt, dass das Zeitalter des neuen Dschihad über die Welt gekommen ist. Die Kerngebiete des Dar al-Islam müssen um jeden Preis zurückerobert werden. Alle rechtschaffenen Muselmanen sollen sich den Mudschaheddin anschließen und auf den Kampf vorbereiten. Dies ist der Beginn eines neuen Zeitalters der islamischen Expansion.;;Las tierras principales de la Casa del Islam están gravemente amenazadas por los ataques de paganos e infieles. En respuesta, Su Magnificencia [Root.GetTitledName] ha declarado el inicio de una nueva era de la Yihad en todo el mundo. Hay que recuperar las regiones emblemáticas del Dar al-Islam a toda costa. Todos los musulmanes justos deben prepararse para incorporarse a las filas de los muyahidines para las próximas luchas. Este hecho marca el inicio de una era renovada de expansión islámica.;;;;;;;;;x
EVTDESC39674;The House of Islam is under grave threat from the onslaught of heathens and infidels in Africa. In response, His Magnificence, [Root.GetTitledName], has declared that an era of renewed Jihad is upon the world. The western regions of the Ummah must be retaken at all costs. All righteous Muslim men should prepare to join the ranks of the mujahideen for the upcoming struggles. This signals a renewed era of Islamic expansion.;Dar al-Islam fait face à une grande menace d'invasion de païens et d'infidèles en Afrique.\nEn réaction, Sa Magnificence [Root.Get_le_TitledName] a déclaré que le monde va connaître une nouvelle ère de djihad afin de protéger les terres musulmanes en Afrique. Les régions centrales de l'oumma doivent être reconquises. Tout bon musulman devrait rejoindre les rangs moudjahidines et se préparer au combat.\nCette décision annonce une période d'expansion pour l'islam : l'ère du grand djihad.;Das Haus des Islam wird in Afrika durch die anstürmenden Heiden und Ungläubigen bedroht. Als Antwort darauf hat seine Magnifizenz [Root.GetTitledName] erklärt, dass das Zeitalter des neuen Dschihad über die Welt gekommen ist. Die westlichen Gebiete Ummahs müssen um jeden Preis zurückerobert werden. Alle rechtschaffenen Moslems sollen sich den Mudschaheddin anschließen und auf die bevorstehenden Kämpfe vorbereiten. Dies ist der Beginn eines neuen Zeitalters der islamischen Expansion.;;La Casa del Islam está gravemente amenazada por los ataques de paganos e infieles en África. En respuesta, Su Magnificencia [Root.GetTitledName] ha declarado el inicio de una nueva era de la Yihad en todo el mundo. Hay que recuperar las regiones occidentales de la Umma a toda costa. Todos los musulmanes justos deben prepararse para incorporarse a las filas de los muyahidines para las próximas luchas. Este hecho marca el inicio de una era renovada de expansión islámica.;;;;;;;;;x
EVTDESC39680;In response to the new era of Crusades and Jihads among the Abrahamic monotheists, the Great [Root.GetTitledName] has informed all [Root.Religion.GetName] [Root.Religion.GetPriestTitle]s of [Root.GetPossPronoun] plans for a magnificent [Root.Religion.GetName] Pagan response. In fact, all pagan heads of religion may now declare Great Holy Wars. This could be the beginning of unprecedented Heathen aggression.;En réponse à la nouvelle ère des croisades et des djihads des monothéistes abrahamiques, l'éminent[Root.Get_E] [Root.GetTitledName] a informé tous les [Root.Religion.GetPriestTitle]s [Root.GetReligionMascPl] de son projet grandiose pour l'expansion de la foi [Root.Religion.GetName]. Dorénavant, tous les chefs religieux païens peuvent déclarer des grandes guerres saintes. C'est peut-être le début d'une agression païenne sans précédent.;Als Antwort auf das neue Zeitalter der Kreuzzüge und des Dschihad der abrahamitischen Monotheisten hat der Große [Root.GetTitledName] alle [Root.Religion.GetName]en [Root.Religion.GetPriestTitle] über die Pläne für eine großartige [Root.Religion.GetName]e heidnische Antwort unterrichtet. So können jetzt alle heidnischen Religionsführer ihren eigenen großen Heiligen Krieg erklären. Dies könnte der Anfang einer nie dagewesenen heidnischen Aggression sein.;;En respuesta a la nueva era de Cruzadas y Yihads entre los monoteístas abrahámicos, el Gran [Root.GetTitledName] ha informado a todos los [Root.Religion.GetPriestTitle]s de [Root.Religion.GetName] de sus planes para desplegar una magnífica respuesta pagana de [Root.Religion.GetName]. De hecho, todas las cabezas religiosas paganas pueden ahora declarar Grandes Guerras Santas. Este hecho podría ser el comienzo de una agresión pagana sin precedentes.;;;;;;;;;x
EVTDESC39703A;Rome for centuries the center of Christendom is in Fraticelli hands. This has given me an opportunity to create a Fraticelli Papacy which shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;Rome qui fut le centre de la chrétienté pendant des siècles est entre des mains fraticelles. Cela m'a donné l'occasion de créer une papauté fraticelle qui abolira l'étalage scandaleux de richesses dont la papauté catholique est depuis longtemps coupable.;Rom das jahrhundertelang das Zentrum des Christentums war ist in den Händen der Fraticelli. Dies bot mir eine Gelegenheit ein Fraticelli-Pontifikat zu schaffen das der skandalösen Zurschaustellung von Reichtum derer sich das katholische Pontifikat so lange schuldig gemacht hat ein Ende bereiten wird.;;Roma que durante siglos ha sido el centro del cristianismo está en manos de los fraticelli. Esto me ha brindado la oportunidad de crear un papado fraticelli que se desembarazará del escandaloso alarde de riqueza del que siempre ha pecado el papado católico.;;;;;;;;;x
EVTDESC39703B;Rome for centuries the center of Christendom is in Fraticelli hands. [From.GetTitledFirstName] has therefore seen fit to create a Fraticelly Papacy claiming it shall do away with the scandalous display of wealth that the Catholic Papacy has long been guilty of.;Rome qui fut le centre de la chrétienté pendant des siècles est entre des mains fraticelles. [From.Get_Le_TitledFirstName] a donc jugé bon de créer une papauté fraticelle en prétendant qu'elle abolira l'étalage scandaleux de richesses dont la papauté catholique a longtemps été coupable.;Rom das jahrhundertelang das Zentrum des Christentums war ist in den Händen der Fraticelli. Daher hat [From.GetTitledFirstName] es für richtig befunden ein Fraticelli-Pontifikat zu schaffen indem er behauptete es werde der skandalösen Zurschaustellung von Reichtum derer sich das katholische Pontifikat so lange schuldig gemacht hat ein Ende bereiten.;;Roma que durante siglos ha sido el centro del cristianismo está en manos de los fraticelli. Por eso [From.GetTitledFirstName] ha creído conveniente crear un papado fraticelli afirmando que eso desembarazará al papado católico del escandaloso alarde de riqueza del que siempre ha pecado.;;;;;;;;;x
EVTDESC39704A;As the great city of Constantinople is in Iconoclast hands I have taken this chance to create the Iconoclast Patriarchate so that it may do away with the heretical idolatry the Ecumenical Patriarchate has long been guilty of. The new Iconoclast Patriarch shall soon take up his abode in the offices historically occupied by his Ecumenical predecessors.;Puisque la grande ville de Constantinople est entre des mains iconoclastes j'en ai profité pour créer le patriarcat iconoclaste pour qu'il puisse abolir l'idolâtrie hérétique dont le patriarcat oecuménique est depuis longtemps coupable. Le nouveau patriarche iconoclaste s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs oecuméniques.;Da sich die große Stadt Konstantinopel in den Händen der Bilderstürmer befindet habe ich diese Gelegenheit genutzt das Bilderstürmer-Patriarchat zu schaffen auf dass es dem ketzerischen Götzendienst dessen sich das ökumenische Patriarchat so lange schuldig gemacht hat ein Ende bereite. Der neue Bilderstürmer-Patriarch wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine ökumenischen Vorgänger innehatten.;;Dado que la gran ciudad de Constantinopla está en manos iconoclastas he aprovechado la ocasión para crear el patriarcado iconoclasta y desembarazar así al patriarcado ecuménico de la idolatría herética de la que siempre ha pecado. Muy pronto el nuevo patriarca iconoclasta establecerá su morada en la residencia que anteriormente ocuparan sus predecesores ecuménicos.;;;;;;;;;x
EVTDESC39704B;As the great city of Constantinople is in Iconoclast hands [From.GetTitledFirstName] has taken this chance to create the Iconoclast Patriarchate claiming it shall do away with the heretical idolatry the Ecumenical Patriarchate has long been guilty of. The new Iconoclast Patriarch shall soon take up his abode in the offices historically occupied by his Ecumenical predecessors.;Puisque la grande ville de Constantinople est entre des mains iconoclastes [From.Get_le_TitledFirstName] en a profité pour créer le patriarcat iconoclaste en prétendant qu'il abolira l'idolâtrie hérétique dont le patriarcat oecuménique est depuis longtemps coupable. Le nouveau patriarche iconoclaste s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs oecuméniques.;Da sich die große Stadt Konstantinopel in den Händen der Bilderstürmer befindet hat [From.GetTitledFirstName] diese Gelegenheit genutzt das Bilderstürmer-Patriarchat zu schaffen indem er behauptete es werde dem ketzerischen Götzendienst dessen sich das ökumenische Patriarchat so lange schuldig gemacht hat ein Ende bereiten. Der neue Bilderstürmer-Patriarch wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine ökumenischen Vorgänger innehatten.;;Dado que la gran ciudad de Constantinopla está en manos iconoclastas [From.GetTitledFirstName] ha aprovechado la ocasión para crear el patriarcado iconoclasta afirmando que eso desembarazará al patriarcado ecuménico de la idolatría herética de la que siempre ha pecado. Muy pronto el nuevo patriarca iconoclasta establecerá su morada en la residencia que anteriormente ocuparan sus predecesores ecuménicos.;;;;;;;;;x
EVTDESC39705A;I have granted Rome to its rightful ruler so that the Fraticelli Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;J'ai accordé Rome à son souverain légitime afin que le pape fraticelle puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;Ich habe Rom seinem rechtmäßigen Herrscher zurückgegeben damit der Fraticelli-Papst seine Kirche von Unterkünften aus leiten kann die seiner Geltung angemessen sind. Der Papst wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine katholischen Vorgänger innehatten.;;He concedido Roma a su gobernante legítimo para que el papa fraticelli pueda liderar a su Iglesia desde una residencia que esté a la altura de su excelencia. Muy pronto el papa establecerá su morada en la residencia que anteriormente ocuparan sus predecesores ecuménicos.;;;;;;;;;x
EVTDESC39705B;[From.GetTitledFirstName] has granted Rome to its rightful ruler so that the Fraticelli Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;[From.Get_Le_TitledFirstName] a accordé Rome à son souverain légitime de sorte que le pape fraticelle puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;[From.GetTitledFirstName] hat Rom seinem rechtmäßigen Herrscher zurückgegeben damit der Fraticelli-Papst seine Kirche von Unterkünften aus leiten kann die seiner Geltung angemessen sind. Der Papst wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine katholischen Vorgänger innehatten.;;[From.GetTitledFirstName] ha concedido Roma a su gobernante legítimo para que el papa fraticelli pueda liderar a su Iglesia desde una residencia que esté a la altura de su excelencia. Muy pronto el papa establecerá su morada en la residencia que anteriormente ocuparan sus predecesores ecuménicos.;;;;;;;;;x
EVTDESC39705C;I have granted Rome to its rightful ruler, so that the Catholic Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;J'ai accordé Rome à son souverain légitime, afin que le pape catholique puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;Ich habe Rom seinem rechtmäßigen Herrscher gewährt, damit der katholische Papst seine Kirche von einem Ort aus führen kann, die seinem Status entspricht. Der Papst wird bald seinen Aufenthalt in den Räumen einnehmen, die historisch von seinen katholischen Vorgängern besetzt waren.;;He entregado Roma a su gobernante legítimo, para que el papa católico pueda dirigir su iglesia desde un alojamiento digno de su talla. Pronto el papa fijará su residencia en la sede ocupada históricamente por sus predecesores católicos.;;;;;;;;;x
EVTDESC39705D;[From.GetTitledFirstName] has granted Rome to its rightful ruler, so that the Catholic Pope may lead his Church from accommodations befitting his stature. The Pope shall soon take up his abode in the offices historically occupied by his Catholic predecessors.;[From.Get_Le_TitledFirstName] a accordé à Rome son souverain légitime, afin que le pape catholique puisse conduire son Église depuis des logements dignes de sa stature. Le pape s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs catholiques.;[From.GetTitledFirstName] hat Rom seinem rechtmäßigen Herrscher gewährt, damit der katholische Papst seine Kirche von einem Ort aus führen kann, der seinem Status entspricht. Der Papst wird bald seinen Aufenthalt in den Räumen einnehmen, die historisch von seinen katholischen Vorgängern besetzt waren.;;[From.GetTitledFirstName] ha entregado Roma a su gobernante legítimo para que el papa católico pueda dirigir su iglesia desde un alojamiento digno de su talla. Pronto el papa fijará su residencia en la sede ocupada históricamente por sus predecesores católicos.;;;;;;;;;x
EVTDESC39706A;The Hagia Sofia for centuries the center of Orthodox Christendom is now back in Orthodox hands. I have granted the cathedral back to its rightful ruler so that the Ecumenical Patriarch may once again lead the Patriarchate from accommodations befitting his stature. The Ecumenical Patriarch shall soon take up his abode in the offices historically occupied by his predecessors.;Sainte-Sophie pendant des siècles le centre de la chrétienté orthodoxe est de nouveau aux mains d'orthodoxes. J'ai rendu la cathédrale au souverain légitime de sorte que le patriarche oecuménique puisse de nouveau conduire le patriarcat depuis des logements dignes de sa stature. Le Patriarche oecuménique s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs.;Die Hagia Sofia die jahrhundertelang das Zentrum des orthodoxen Christentums war ist jetzt wieder in den Händen der Orthodoxen. Ich habe die Kathedrale wieder ihrem rechtmäßigen Herrscher zurückgegeben damit der ökumenische Patriarch das Patriarchat aufs Neue von Unterkünften aus leiten kann die seiner Geltung angemessen sind. Der ökumenische Patriarch wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine Vorgänger innehatten.;;La Santa Sofía que durante siglos ha sido el centro de la cristiandad ortodoxa vuelve a estar en manos ortodoxas. He devuelto la catedral a su gobernante legítimo para que el patriarca ecuménico pueda volver a liderar el patriarcado desde una residencia que esté a la altura de su excelencia. Muy pronto el patriarca ecuménico establecerá su morada en la residencia que anteriormente ocuparan sus predecesores.;;;;;;;;;x
EVTDESC39706B;The Hagia Sofia for centuries the center of Orthodox Christendom is now back in Orthodox hands. [From.GetTitledFirstName] has granted the cathedral back to its rightful ruler so that the Ecumenical Patriarch may once again lead the Patriarchate from accommodations befitting his stature. The Ecumenical Patriarch shall soon take up his abode in the offices historically occupied by his predecessors.;Sainte-Sophie pendant des siècles le centre de la chrétienté orthodoxe est maintenant de retour entre les mains orthodoxes. [From.Get_Le_TitledFirstName] a rendu la cathédrale au souverain légitime de sorte que le patriarche oecuménique puisse de nouveau conduire le patriarcat depuis des logements dignes de sa stature. Le Patriarche oecuménique s'installera bientôt dans les bureaux historiquement occupés par ses prédécesseurs.;Die Hagia Sofia die jahrhundertelang das Zentrum des orthodoxen Christentums war ist jetzt wieder in den Händen der Orthodoxen. [From.GetTitledFirstName] hat die Kathedrale wieder ihrem rechtmäßigen Herrscher zurückgegeben damit der ökumenische Patriarch das Patriarchat aufs Neue von Unterkünften aus leiten kann die seiner Geltung angemessen sind. Der ökumenische Patriarch wird schon bald sein Domizil in den Ämtern aufschlagen die in der Vergangenheit seine Vorgänger innehatten.;;La Santa Sofía que durante siglos ha sido el centro de la cristiandad ortodoxa vuelve a estar en manos ortodoxas. [From.GetTitledFirstName] ha devuelto la catedral a su gobernante legítimo para que el patriarca ecuménico pueda volver a liderar el patriarcado desde una residencia que esté a la altura de su excelencia. Muy pronto el patriarca ecuménico establecerá su morada en la residencia que anteriormente ocuparan sus predecesores.;;;;;;;;;x
EVTDESC39800;I should dedicate myself to a particular deity so that I may rule more effectively. Desi would bless the realm with wealth while Parn would bring me good fortune. Nanaiya, Goddess of fertility, would ensure that my dynasty never ends.;Je devrais me consacrer à une divinité particulière afin que je puisse régner plus efficacement. Desi bénirait le pays avec des richesses tandis que Parn m'apporterait de la chance. Nanaya, la Déesse de la Fertilité, s'assurerait que ma dynastie ne s'arrête jamais.;Ich sollte mich einer bestimmten Gottheit widmen, damit ich effektiver regieren kann. Desi würde das Reich mit Reichtum segnen, während Parn mir Glück bringen würde. Nanaiya, Göttin der Fruchtbarkeit, würde sicherstellen, dass meine Dynastie niemals endet.;;Debo consagrarme a una deidad en particular para gobernar con mayor eficiencia. Desi bendeciría el reino con riquezas y Parn me traería buena fortuna. Nanaiya, diosa de la fertilidad, se aseguraría de que mi dinastía no acabase nunca.;;;;;;;;;x
